Saccade_Start,Saccade_End,Saccade_Type,Saccade_Duration,Saccade_Mean_Velocity,Saccade_Min_Velocity,Saccade_Max_Velocity,Saccade_Path_Length:
349,350,Long,95,0.003901303141898377,0.0,0.007802606283796754,0.7412475969606916
1066,1067,Standard,30,0.0048414982659386535,0.0032573534598658456,0.006425643072011461,0.2970046028760509
1121,1122,Standard,32,0.004056913900633801,0.000581540528300644,0.0075322872729669576,0.25906094911226263
1313,1314,Standard,32,0.003303477859158528,0.0010251773278755292,0.005581778390441527,0.21039740565827028
1351,1352,Standard,46,0.003232005837910404,0.0016641908694617928,0.004799820806359015,0.30067291882668074
1890,1891,Standard,62,0.0034021010014840232,0.00230735375995299,0.004496848243015056,0.2824582286505521
1895,1897,Standard,62,0.00645524509124979,0.0017491627461445657,0.010089879288797265,0.6046501422823647
1907,1908,Standard,32,0.004566162346510488,0.0007126096406869616,0.008419715052334015,0.29223439017667124
2896,2897,Standard,30,0.004379309828736074,0.0037553984728529604,0.0050032211846191875,0.26651398819701744
3026,3027,Long,109,0.0016749401862623638,0.0,0.0033498803725247276,0.36513696060519535
3039,3040,Standard,31,0.004637867819116896,0.0012842599507996376,0.007991475687434154,0.28754780478524755
3171,3172,Standard,30,0.004348157852880544,0.0020890806141697837,0.0066072350915913035,0.2650676324011722
3184,3186,Long,95,0.006823605064059342,0.0,0.013575382706391742,0.8688244932090715
4263,4264,Long,187,0.0008855274283663311,0.0,0.0017710548567326622,0.3311872582090078
4331,4332,Standard,30,0.006052271676460181,0.0015730561729337554,0.010531487179986606,0.3647093567605446
5732,5733,Standard,32,0.008017659559656783,0.0029345975265920414,0.013100721592721524,0.510195614291442
5743,5744,Standard,31,0.009107478606375698,0.0020677416559027766,0.01614721555684862,0.5625959319393905
6460,6461,Standard,31,0.004947907276511818,0.002034305164571299,0.007861509388452337,0.30677025114373274
6482,6485,Long,109,0.004953520021122681,0.0018090419216528976,0.007188030173683035,0.6776239149299083
9655,9656,Standard,32,0.004297866513751014,0.0013617798810543666,0.007233953146447661,0.27233989711795614
9764,9765,Standard,30,0.0031718290478029054,0.00043387336555382927,0.005909784730051982,0.1916113629648358
12858,12859,Standard,31,0.005207135722199775,0.0014727339584935226,0.008941537485906027,0.32431514873487954
12895,12896,Standard,31,0.005045332961253232,0.0033373185812115695,0.006753347341294895,0.31614796217891195
