Fixation_Start_Time,Fixation_End_Time,Fixation_Duration,Average_Gaze_X,Average_Gaze_Y,Average_Velocity
1539617304065,1539617304206,141,-0.0007784000000000005,0.2236732,0.01056431455855085
1539617304314,1539617304799,485,-0.0113295,0.225839,0.014625067974508327
1539617304925,1539617305424,499,-0.010448312500000001,0.220250875,0.014472256555555424
1539617305674,1539617306221,547,0.0014115555555555557,0.21644244444444447,0.014987741076435286
1539617306596,1539617306738,142,-0.011455600000000002,0.21164940000000004,0.021417169725915598
1539617306861,1539617307174,313,-0.0147598,0.22132650000000004,0.015043915145062797
1539617307644,1539617307862,218,-0.00444675,0.1922655,0.01780194899010835
1539617307925,1539617308440,515,-0.0007395625000000001,0.1851595,0.012986432039428992
1539617309002,1539617309238,236,0.0051990000000000005,0.183195125,0.016982886879007487
1539617309361,1539617309736,375,0.0034634166666666667,0.16257175,0.015505718169746647
1539617309986,1539617310096,110,0.00111575,0.150571,0.014614918081302414
1539617310361,1539617310533,172,0.0387615,0.1572025,0.017281682633097702
1539617310894,1539617311003,109,0.0048130000000000004,0.2035315,0.017185695755396472
1539617311191,1539617311455,264,-0.005391111111111111,0.21091200000000002,0.023486850170467564
1539617312299,1539617312565,266,0.021419777777777777,0.16668699999999997,0.014743741447187788
1539617312628,1539617312863,235,0.016282625000000002,0.17737762499999998,0.016263112623187265
1539617312925,1539617313034,109,0.011589249999999999,0.20958125,0.022878144230911775
1539617313190,1539617313346,156,-0.045738999999999995,0.21336583333333334,0.019764520495838867
1539617313517,1539617314081,564,-0.043021111111111114,0.17405044444444442,0.0137374933511883
1539617314721,1539617314925,204,0.0021262857142857142,0.17821742857142858,0.011053700810324366
1539617315252,1539617315455,203,0.039216857142857144,0.15853714285714288,0.013610398885487143
1539617315519,1539617315627,108,0.055918,0.163489,0.01865232146383908
1539617315690,1539617316237,547,0.07592072222222222,0.1564468888888889,0.009741184973629744
1539617316955,1539617317159,204,-0.14413071428571428,0.17416685714285715,0.018774753036372965
1539617317222,1539617317689,467,-0.16447599999999998,0.16357708333333332,0.012968409742940987
1539617318019,1539617318346,327,-0.013056818181818182,0.18511100000000003,0.014407502467060214
1539617318423,1539617318784,361,-0.011642,0.17228666666666667,0.01082936915818925
1539617318847,1539617319080,233,0.001868125,0.17536075,0.014545192624097576
1539617319580,1539617319753,173,-0.04588933333333334,0.161497,0.01694227893325054
1539617319815,1539617320111,296,-0.04926850000000001,0.165391,0.013753918107324728
1539617320252,1539617320440,188,-0.003414,0.18105266666666667,0.01448709517332554
1539617320597,1539617320783,186,-0.016944857142857143,0.18279571428571426,0.016690123893670174
1539617320846,1539617320956,110,-2.47499999999996e-05,0.209684,0.020431984849528878
1539617321285,1539617321409,124,-0.018485,0.249872,0.014880392964495026
1539617321721,1539617321847,126,-0.11921620000000002,0.1926484,0.025043667850762546
1539617322548,1539617322674,126,-0.13528020000000002,0.24052740000000003,0.03434355100254961
1539617322986,1539617323112,126,0.007705000000000001,0.23390399999999997,0.01596170905638002
1539617323206,1539617323534,328,0.010980363636363635,0.242561,0.012607482959455267
1539617323597,1539617324175,578,0.014240277777777779,0.2574202222222223,0.013773908704631119
1539617324237,1539617324877,640,0.033454450000000004,0.2654733,0.014328797882583608
1539617324939,1539617325142,203,0.020946142857142854,0.25674814285714287,0.018614895203948236
1539617325236,1539617325393,157,0.019611,0.2693046666666667,0.013724104139616703
1539617325643,1539617325940,297,0.009506,0.2631336999999999,0.016518561106335296
1539617326033,1539617326315,282,0.026784777777777775,0.2685139999999999,0.018658251512435168
1539617326441,1539617326628,187,0.005582285714285713,0.2683878571428571,0.016564792565639405
1539617326737,1539617327144,407,0.005444153846153847,0.2745293076923077,0.027952727657620326
1539617339971,1539617340112,141,0.28023,0.23660540000000002,0.017118207124806977
1539617340315,1539617340455,140,0.263044,0.23549860000000003,0.018905907232944545
1539617341816,1539617341939,123,0.403687,0.23454139999999998,0.015881658638257946
1539617343535,1539617343737,202,0.37288457142857145,-0.10143042857142857,0.018054198582964552
1539617345238,1539617345394,156,0.5593205,-0.022123,0.01734716377691714
1539617347268,1539617347424,156,0.5481433333333333,-0.07600050000000001,0.022802060023684012
1539617352393,1539617352502,109,0.4899985,-0.036879999999999996,0.014704586803952709
1539617354847,1539617355003,156,0.14725059999999998,0.38214139999999996,0.016685531379087955
1539617355316,1539617355519,203,0.30208985714285713,0.35468199999999994,0.0171278083784667
1539617355861,1539617355987,126,0.29165359999999996,0.36690880000000003,0.02120408949949624
1539617356550,1539617356658,108,0.32553725,0.377839,0.019455859935960367
1539617357956,1539617358111,155,0.2964603333333333,0.3874048333333333,0.012762613968536937
1539617358455,1539617358613,158,0.27846816666666663,0.37894216666666664,0.0217983057520416
1539617360737,1539617360910,173,0.3713473333333333,0.20866816666666665,0.014800960316803129
1539617362237,1539617362440,203,0.39381128571428575,0.3813659999999999,0.014157483378756216
1539617363643,1539617363784,141,0.3408906,0.4043102,0.01480153489830359
1539617365737,1539617365845,108,0.3160855,0.39918624999999996,0.026631448632797063
1539617365939,1539617366097,158,0.31417666666666666,0.39779916666666665,0.017056673476397638
1539617369033,1539617369205,172,0.3330665,0.38485983333333335,0.014375045305697597
1539617370830,1539617370939,109,-0.035334,0.21277025,0.025402332968471303
1539617373143,1539617373330,187,-0.26303000000000004,0.4096835714285714,0.01624527554639933
1539617374564,1539617374783,219,-0.3090345,0.3529285,0.019755744632459084
1539617374845,1539617374972,127,-0.31456550000000005,0.35732825,0.021629613506576446
1539617381173,1539617381377,204,0.19228757142857145,0.457462,0.016729210572912094
1539617392659,1539617392894,235,0.4159235,-0.078196375,0.018646930936409047
1539617394315,1539617396284,1969,0.22674973333333334,0.31535204999999994,0.007269886031619031
1539617396425,1539617396659,234,0.22883124999999999,0.229734875,0.011041105531301654
1539617396847,1539617397065,218,0.25388214285714283,0.308378,0.014262623504016065
1539617400486,1539617400675,189,0.5097635714285714,-0.03284428571428571,0.015263274243923713
1539617401440,1539617401565,125,0.2269126,0.015476400000000001,0.015045364780500597
1539617401690,1539617401815,125,0.22981220000000002,0.0261826,0.018880126591283186
1539617404924,1539617405706,782,0.0,0.0,0.04888954284829557
