Fixation_Start_Time,Fixation_End_Time,Fixation_Duration,Average_Gaze_X,Average_Gaze_Y,Average_Velocity
1539163213685,1539163213840,155,-0.10671166666666665,0.21506383333333334,0.018835679673376054
1539163213904,1539163214732,828,-0.1114401923076923,0.2164784615384615,0.012438949638360534
1539163215294,1539163215545,251,-0.257185875,0.089865375,0.0204933075481912
1539163215732,1539163216012,280,-0.1431002222222222,0.002758777777777778,0.01660140676250426
1539163216107,1539163216279,172,-0.14412149999999999,0.043769,0.023588061081246406
1539163216528,1539163216700,172,-0.13361550000000003,0.21655116666666666,0.017664170582838642
1539163216935,1539163217061,126,-0.146444,0.20575700000000002,0.02065544591883325
1539163217420,1539163217638,218,-0.23616200000000004,0.21281442857142857,0.012833075026189356
1539163217700,1539163218061,361,-0.1920063333333333,0.20886300000000002,0.01505473464577247
1539163218670,1539163218856,186,0.0,0.0,0.09290094495960036
1539163220028,1539163220262,234,-0.005445874999999999,0.11731074999999999,0.01618823475279206
1539163220653,1539163220779,126,0.0623364,0.09586360000000001,0.02022784819700622
1539163221092,1539163221294,202,0.057786000000000004,0.09982985714285712,0.01355502275163956
1539163223420,1539163223764,344,0.11171318181818181,-0.05439781818181817,0.009526487173898292
1539163224013,1539163224590,577,-0.007842066666666668,-0.04000366666666667,0.012654204910321872
1539163224778,1539163225029,251,0.0360785,0.08424625,0.013171366331865685
1539163225092,1539163225419,327,0.052508090909090914,0.08679863636363636,0.015603636737957904
1539163225920,1539163226748,828,0.04880292307692307,0.17109453846153844,0.011943981302586238
1539163226810,1539163227513,703,0.05710877272727272,0.17362659090909094,0.011755699015661824
1539163227592,1539163227809,217,0.05334175,0.17595925,0.014949479111781707
1539163228201,1539163228358,157,0.0463252,0.1754886,0.013004815947359704
1539163228544,1539163228670,126,0.06110260000000001,0.1763964,0.013947125258677123
1539163228747,1539163229137,390,0.04562430769230769,0.17531669230769228,0.023830669793280503
1539163229311,1539163229466,155,0.06316883333333333,0.2002193333333333,0.016782308118686834
1539163229544,1539163229872,328,0.07744254545454546,0.21027954545454544,0.01740742301466225
1539163229935,1539163230279,344,0.08660354545454546,0.21391827272727273,0.01686647890933201
1539163230342,1539163230762,420,0.11131264285714286,0.2046379285714286,0.013052987818386203
1539163231966,1539163232466,500,0.2291814375,0.1827889375,0.015478648185625322
1539163232733,1539163232842,109,0.233854,0.1815425,0.016335999234399982
1539163233044,1539163233200,156,0.2267458333333333,0.18231983333333335,0.01905299202430717
1539163233435,1539163233575,140,0.2262794,0.1933628,0.01968746411384866
1539163234638,1539163234934,296,0.2294639,0.1928869,0.01527238226612794
1539163235576,1539163235763,187,0.4109291428571429,0.07035171428571428,0.022249602050567974
1539163236060,1539163236341,281,0.26908033333333337,0.11732055555555555,0.012928385390473387
1539163236467,1539163236669,202,0.25134,0.1406055714285714,0.0117897943371563
1539163238794,1539163238904,110,-0.046650250000000004,0.1080875,0.014042691788917712
1539163238965,1539163239202,237,-0.053468875,0.113222,0.014615057014163706
1539163239295,1539163239419,124,0.011557,0.1167646,0.019180685990634445
1539163240622,1539163240778,156,0.261469,0.14987933333333334,0.015802200275927297
1539163243795,1539163243983,188,-0.11584357142857142,0.171604,0.029074038752930045
1539163244107,1539163244231,124,-0.034866,0.18614725,0.015829055804066506
1539163245748,1539163245920,172,-0.14429166666666665,0.2089923333333333,0.01607406989856117
1539163246513,1539163246686,173,-0.09505683333333333,0.21323783333333335,0.01490148138978277
1539163247436,1539163247591,155,0.325851,0.052824,0.017631919606691297
1539163247950,1539163248076,126,0.1076712,0.1834266,0.020419974341195135
1539163248670,1539163248811,141,0.13707220000000003,0.10680819999999999,0.04684987800592338
1539163248920,1539163249044,124,0.278574,0.0708332,0.012449847632459085
1539163249404,1539163249685,281,0.30898322222222224,0.0680501111111111,0.03481868954799795
1539163250311,1539163250451,140,0.2340804,0.0922908,0.018977408472513686
1539163250545,1539163250809,264,0.259814,0.09386233333333333,0.025596851034217032
1539163252404,1539163252545,141,0.14655659999999998,0.18475599999999998,0.02000466987445896
1539163252794,1539163252982,188,0.16061283333333334,0.18196683333333333,0.016003602354825588
1539163254936,1539163255170,234,0.42069599999999996,-0.100769125,0.016767655493569338
1539163257512,1539163257794,282,0.4971857,-0.2257409,0.012888368535624315
1539163257856,1539163257967,111,0.478628,-0.2263355,0.02040533054072553
1539163262075,1539163262326,251,0.12903522222222225,0.18044222222222225,0.019291459090544666
1539163263763,1539163263982,219,0.10965325,0.181681875,0.026204843475478343
1539163265387,1539163265514,127,0.037289,0.055167999999999995,0.014173392471314383
1539163265622,1539163265747,125,0.0460756,0.059788799999999996,0.014406427976639585
1539163266325,1539163266450,125,0.0681802,0.2476794,0.013963558208963972
1539163268294,1539163268670,376,0.03315046153846153,0.2587550769230769,0.015979620094852227
1539163271544,1539163271685,141,0.058191400000000004,0.146611,0.014988738596799037
1539163271779,1539163271997,218,0.060714875,0.171236,0.01528133675045582
1539163272107,1539163272248,141,0.04892799999999999,0.1708566,0.015306256941990965
1539163272404,1539163272607,203,0.030737285714285714,0.1617962857142857,0.019777178513973342
1539163272981,1539163273137,156,0.025870999999999995,0.1675915,0.01702976096222862
1539163273200,1539163273373,173,0.033454,0.16962800000000003,0.015362975616706298
1539163273747,1539163273997,250,0.04226933333333333,0.14740288888888886,0.009971232195826473
1539163274060,1539163274184,124,0.027627000000000002,0.150484,0.014250021082799907
1539163274279,1539163274405,126,0.0370702,0.1521692,0.018586304322921663
1539163274466,1539163274607,141,0.0384988,0.1472356,0.016534089051384225
1539163274857,1539163275013,156,0.049874999999999996,0.1460856,0.018655904989083698
1539163275295,1539163275732,437,0.05087035714285715,0.14729614285714288,0.012165363803641435
1539163275809,1539163276341,532,0.04327917647058824,0.14701982352941179,0.013491141775776002
1539163276436,1539163276559,123,0.042322000000000005,0.146495,0.017357012515765952
1539163276731,1539163277169,438,0.042000428571428564,0.14784285714285714,0.013704922521499125
1539163277263,1539163277670,407,0.032735153846153844,0.14762761538461538,0.011900994944759631
1539163277903,1539163278497,594,0.030540789473684216,0.14876247368421053,0.012247316518725116
1539163278763,1539163278903,140,0.017474399999999998,0.1558474,0.016513674586218947
1539163280090,1539163280202,112,0.03487425,0.22437775000000001,0.022586273857376778
1539163281357,1539163281591,234,-0.14778,0.204126125,0.012507439755051385
1539163281670,1539163281951,281,-0.1642381,0.21702020000000002,0.023816127468011993
1539163282186,1539163282466,280,-0.262261,0.2075808888888889,0.011256972999798644
1539163282653,1539163283028,375,-0.20951491666666663,0.21639358333333333,0.013908253964099693
1539163283090,1539163283762,672,-0.2066957142857143,0.2214392857142857,0.012797507126406635
1539163284013,1539163284420,407,-0.21458099999999997,0.21117038461538462,0.013148721394746628
1539163284810,1539163285029,219,-0.19548128571428572,0.16017657142857145,0.017571292333290862
1539163285654,1539163285920,266,-0.029547555555555556,-0.004485444444444445,0.014049127571669992
1539163286388,1539163286622,234,-0.048014,-0.059195500000000005,0.02821178623506029
1539163286951,1539163287060,109,0.15547249999999999,0.058527499999999996,0.015517214808530301
1539163287403,1539163287653,250,0.07726050000000001,0.12885875,0.012409347435048235
1539163287748,1539163287856,108,0.08101875,0.1368565,0.016912463821731158
1539163288076,1539163288747,671,0.06779285714285714,0.16916747619047617,0.013578092037467385
1539163288809,1539163289014,205,0.06374842857142857,0.18363657142857143,0.020782782368572474
1539163289075,1539163289247,172,0.07026933333333334,0.18107316666666665,0.01758288030725413
1539163289623,1539163289950,327,0.06781763636363637,0.19040881818181818,0.017864868422405804
1539163290044,1539163290169,125,0.0631626,0.1970806,0.019601363268502887
1539163290607,1539163291045,438,0.05474057142857143,0.2079238571428572,0.014049281648056943
1539163291107,1539163291215,108,0.047411499999999995,0.2099865,0.014258700980127218
1539163291278,1539163292013,735,0.06721778260869565,0.21032639130434785,0.01681263961567119
1539163292076,1539163292513,437,0.06377635714285713,0.21175150000000004,0.011227608070668525
1539163292795,1539163293045,250,0.07090812499999999,0.210046,0.011298207258136636
1539163293106,1539163293231,125,0.07636499999999999,0.2084326,0.012737015311243891
1539163293436,1539163293638,202,0.06841900000000001,0.20973714285714284,0.014789488992864558
1539163294029,1539163294169,140,0.060951200000000004,0.2147894,0.016169833671945123
1539163294404,1539163295201,797,0.0683076,0.20936636,0.011835129547271481
1539163295465,1539163295670,205,0.055265857142857144,0.210393,0.015445352547929907
1539163295966,1539163296216,250,0.06502025,0.21277275,0.014180493987681387
1539163296530,1539163296669,139,0.0664354,0.2108886,0.013741794567146127
1539163296904,1539163297044,140,0.08178959999999999,0.2122868,0.019963590760602907
1539163297294,1539163297731,437,0.06975135714285714,0.21033528571428572,0.01657018124864235
1539163297841,1539163298279,438,0.07384685714285714,0.20839000000000005,0.015047111980426558
1539163298342,1539163298623,281,0.06641580000000001,0.2135672,0.013686866662243386
1539163298872,1539163299263,391,0.06303184615384615,0.21207123076923073,0.017353570360700937
1539163299498,1539163299826,328,0.042348818181818175,0.18659563636363635,0.013030860456061484
1539163299889,1539163300059,170,0.0500435,0.18362366666666666,0.015162601815028902
1539163300122,1539163300498,376,0.051282833333333326,0.18480533333333335,0.018286914423863435
1539163300592,1539163300841,249,0.050475375,0.18437462500000001,0.010852361209379461
1539163300904,1539163301122,218,0.045446875,0.18332725,0.009998901920472692
1539163301294,1539163301451,157,0.034563833333333335,0.1852383333333333,0.015960544999266198
1539163301513,1539163301638,125,0.047922000000000006,0.18616,0.019345596794805683
1539163301919,1539163302201,282,0.04477166666666667,0.1854351111111111,0.014244749526578674
1539163302293,1539163302528,235,0.042178,0.18832225,0.016680542685770374
1539163302857,1539163302966,109,0.05818375,0.18676125,0.019110342469627985
1539163303029,1539163303264,235,0.053234375,0.18852012499999998,0.017727146451900853
1539163303325,1539163303795,470,0.0587206,0.190842,0.01733578858506183
1539163304043,1539163304153,110,0.0667035,0.188169,0.017122091798476978
1539163304357,1539163304529,172,0.061046333333333334,0.1871413333333333,0.01117421167801195
1539163304748,1539163304934,186,0.064628,0.18602166666666664,0.016413911137861323
1539163305092,1539163305216,124,0.05318740000000001,0.192038,0.012309611438857646
1539163305481,1539163305715,234,0.061793625,0.18996649999999998,0.016112252521925607
1539163306075,1539163306450,375,0.04508958333333333,0.18720666666666666,0.012320121499822978
1539163307028,1539163307340,312,0.048310454545454545,0.17840618181818182,0.019150978341818118
1539163307420,1539163307747,327,0.05248836363636364,0.18145945454545456,0.012824463579921902
1539163307826,1539163308201,375,0.06504061538461539,0.18120038461538462,0.011281326250864298
1539163308294,1539163308575,281,0.06741166666666666,0.18278922222222221,0.0158623549515113
1539163308778,1539163308920,142,0.0646018,0.18453060000000002,0.016187679651590015
1539163308982,1539163309122,140,0.057784800000000004,0.1856912,0.01730173373631906
1539163309185,1539163309717,532,0.06850523529411764,0.18588747058823532,0.014117927911045196
1539163309873,1539163310044,171,0.062387500000000005,0.18766666666666665,0.014558894823452176
1539163310388,1539163310544,156,0.057284999999999996,0.1891455,0.016357877951015152
1539163310608,1539163310919,311,0.0649958,0.1897337,0.012014610055797223
1539163311014,1539163311778,764,0.06204945833333333,0.18840608333333334,0.012019123174535027
1539163311841,1539163312044,203,0.06010657142857144,0.18902271428571432,0.013090086834960197
1539163312137,1539163312278,141,0.0607954,0.1915694,0.024718418983940976
1539163312372,1539163312950,578,0.06367677777777778,0.1902316666666667,0.013834507033802174
1539163313043,1539163313278,235,0.064007,0.188299125,0.013881522088853399
1539163313372,1539163313498,126,0.0686796,0.1867888,0.014806843371009487
1539163313607,1539163313747,140,0.0646738,0.1874034,0.02284696338863255
1539163313872,1539163314075,203,0.05658414285714286,0.19267728571428572,0.017899266059795273
1539163314138,1539163314373,235,0.0437965,0.1896745,0.014709952232624668
1539163314435,1539163314794,359,0.052515250000000006,0.18982708333333334,0.012423983846612289
1539163314983,1539163315201,218,0.059557875,0.190646625,0.021360087875198448
1539163315263,1539163315497,234,0.06007562500000001,0.187128625,0.013005079122042545
1539163315669,1539163315872,203,0.058771285714285706,0.1887277142857143,0.011020691426114173
1539163315935,1539163316090,155,0.0601855,0.18663333333333332,0.017904393096198252
1539163316528,1539163317013,485,0.05774226666666667,0.18958493333333332,0.01299992964493863
1539163317262,1539163317403,141,0.0352808,0.2037582,0.01864005926367687
1539163317607,1539163317763,156,0.055599,0.20675333333333332,0.01923535412935949
1539163318028,1539163318247,219,0.0719477142857143,0.20350714285714283,0.017178559732396945
1539163318373,1539163318497,124,0.060300200000000005,0.210446,0.020797718490440896
1539163318857,1539163319201,344,0.04962272727272728,0.21563063636363636,0.02062750956308892
1539163319263,1539163319450,187,0.03937585714285714,0.21459585714285714,0.015552218274558258
1539163319606,1539163319826,220,0.03385725,0.21265337499999998,0.014970806886757549
1539163319905,1539163320123,218,0.04850875,0.21278724999999998,0.013255547594493272
1539163320263,1539163320561,298,0.06233470000000001,0.2144409,0.016828425985780465
1539163320731,1539163320936,205,0.061366428571428565,0.21535185714285715,0.014460782652922586
1539163320997,1539163321231,234,0.046940625,0.21780175000000002,0.017843224822924064
1539163321358,1539163321700,342,0.056500727272727265,0.21630545454545455,0.015102308578629943
1539163321857,1539163322090,233,0.056350250000000005,0.21598550000000002,0.023473600639829374
1539163322264,1539163322622,358,0.06407516666666667,0.21405516666666666,0.017639322591872376
1539163322715,1539163322966,251,0.058290125,0.21703075,0.012590323401465918
1539163323090,1539163323591,501,0.06490381249999999,0.2128163125,0.01898089746557356
1539163323888,1539163324185,297,0.0719497,0.2153333,0.013887070525446781
1539163324325,1539163324623,298,0.06743729999999999,0.2144269,0.016112889478044998
1539163324779,1539163325280,501,0.0675529375,0.2180880625,0.01491926042306853
1539163325545,1539163325684,139,0.0602008,0.2160984,0.01784851611425437
1539163325888,1539163326295,407,0.06077953846153846,0.2167450769230769,0.013060076445502077
1539163326356,1539163326685,329,0.057661090909090905,0.21866699999999997,0.012536902397809262
1539163327388,1539163327623,235,0.06138824999999999,0.215571375,0.01903155550623125
1539163327889,1539163328420,531,0.05907688235294118,0.21625664705882355,0.013403997782293422
1539163328607,1539163328810,203,0.06450714285714286,0.21617057142857146,0.012713701112730291
1539163329590,1539163330044,454,0.06086733333333334,0.21705913333333332,0.01322172118994969
1539163330106,1539163330637,531,0.06314188235294117,0.21688776470588236,0.010157924154831362
1539163330716,1539163331279,563,0.06226377777777778,0.21817316666666667,0.01189354849899803
1539163331373,1539163331684,311,0.059264700000000003,0.21673170000000003,0.017222313292563553
1539163331983,1539163332481,498,0.053253062500000004,0.2151609375,0.013237897961190119
1539163332575,1539163333107,532,0.06117423529411765,0.21617782352941176,0.011056276185691953
1539163333169,1539163333309,140,0.05935300000000001,0.2155272,0.015208483351476296
1539163333373,1539163333965,592,0.061532473684210526,0.21630968421052632,0.011864050986697499
1539163334123,1539163334341,218,0.06177375,0.21595199999999998,0.012745692013274443
1539163334403,1539163334513,110,0.05570725,0.2162945,0.017689348145789645
1539163334763,1539163334873,110,0.06464400000000001,0.2150285,0.010100033620327846
1539163334982,1539163335139,157,0.06963399999999999,0.2138075,0.018633742828485667
1539163335201,1539163335309,108,0.04315875,0.21797775000000003,0.021432342649251986
1539163335404,1539163335529,125,0.0637564,0.2160908,0.01571739999936888
1539163335606,1539163335717,111,0.05868324999999999,0.21629725,0.01704796065677223
1539163336091,1539163336341,250,0.057630125000000004,0.21586325,0.013449754403276868
1539163336700,1539163337045,345,0.0638631818181818,0.2143289090909091,0.01576680719391785
1539163337201,1539163337467,266,0.07012199999999999,0.213728,0.017393642120648665
1539163337528,1539163337872,344,0.0658149090909091,0.21200736363636363,0.01496924844434685
1539163338201,1539163338310,109,0.069046,0.2124955,0.021012001323675825
1539163338560,1539163338701,141,0.0656574,0.2139334,0.022892579949932955
1539163338841,1539163338998,157,0.057725,0.21491483333333336,0.015198250073141567
1539163339075,1539163339200,125,0.057055999999999996,0.2167808,0.013644198746838304
1539163339326,1539163339561,235,0.05745875,0.215147875,0.01708500213939995
1539163339668,1539163340185,517,0.06657235294117647,0.21482676470588236,0.012245975849721025
1539163340264,1539163340560,296,0.0629334,0.215142,0.015500367224693737
1539163340623,1539163340732,109,0.062138,0.21551325,0.026173261498335494
1539163340794,1539163340935,141,0.08027780000000001,0.2120812,0.010442340005219644
