Saccade_Start,Saccade_End,Saccade_Type,Saccade_Duration,Saccade_Mean_Velocity,Saccade_Min_Velocity,Saccade_Max_Velocity,Saccade_Path_Length:
2,3,Standard,31,0.001071888711835474,0.0003801726581436387,0.0017636047655273093,0.06683727279194303
46,47,Standard,31,0.0016765540458919188,0.0001916531915253563,0.0031614549002584812,0.10432965722834969
50,51,Standard,47,0.0007603211261952008,0.0003897756765675668,0.0011308665758228348,0.06523377503726782
165,166,Standard,31,0.0010887473365766536,0.0004849450444636422,0.0016925496286896652,0.06750233486775253
332,333,Standard,31,0.0011562218653548982,0.00021343747458109496,0.0020990062561287016,0.07147231817742261
616,617,Standard,29,0.0014214903760378613,0.0010307485667693905,0.0018122321853063321,0.08656943607727352
1072,1073,Standard,32,0.0011617424711043726,0.000408035827118501,0.0019154491150902445,0.07394348232356135
1097,1098,Standard,32,0.0007354210042900959,0.0002326162113202574,0.0012382257972599344,0.04683432806324588
1310,1311,Standard,31,0.0010110245308733365,0.0005529784118452928,0.0014690706499013804,0.06378947773783747
1674,1675,Standard,32,0.0011820570519971178,0.0011635283094755765,0.001200585794518659,0.07448812301833996
1800,1801,Standard,29,0.0010004112832606815,0.00024456993503903967,0.0017562526314823233,0.06658380215548591
2086,2087,Standard,31,0.000919618884465944,0.0004242885947730941,0.001414949174158794,0.05701637083688853
2223,2224,Standard,31,0.0012754599831036016,0.0003761904448287292,0.002174729521378474,0.0790785189524233
2283,2284,Standard,31,0.0013008854686601499,0.0002040179135592505,0.0023977530237610494,0.0806548990569293
3001,3002,Standard,45,0.0006998440136478067,0.00032173844190584386,0.0010779495853897693,0.05880336148352662
3098,3099,Standard,32,0.0008127018584576816,0.00018247916933846386,0.0014429245475768993,0.05183043977195316
3106,3109,Long,93,0.0015342240265865652,0.001170497449444119,0.0020551478809321725,0.19314251691354012
3161,3162,Standard,32,0.001106754783327316,0.001012923772135973,0.001200585794518659,0.06981938236081225
3415,3416,Standard,32,0.0018650233985010303,0.0010671873729054748,0.002662859424096586,0.117227122758255
3532,3533,Standard,30,0.000931708365525377,0.0002829807855667942,0.0015804359454839596,0.056468463502656205
4658,4659,Standard,30,0.0010772296171277101,0.0006327642728536434,0.0015216949614017769,0.0658993055733699
6098,6099,Standard,30,0.0012864954998672083,0.0006037836013688266,0.0019692073983655902,0.07900108079613899
6489,6490,Standard,30,0.0010377780684231602,0.00025194555463432946,0.0018236105822119909,0.07083283296295681
6569,6570,Standard,32,0.0009612645542469518,0.0005937608819020722,0.0013287682265918314,0.06983358381843394
6953,6954,Standard,48,0.0009241632960370295,0.0008064516129032262,0.0010418749791708327,0.07500999900019999
6978,6979,Standard,48,0.0010667403621957092,0.000775313556640867,0.0013581671677505515,0.08845143075125249
7006,7007,Standard,30,0.0016636384097899626,0.0004658474953124566,0.0028614293242674687,0.10820355950302198
7021,7023,Standard,63,0.0028233524318758622,0.0011141881315593891,0.004710671569842012,0.26521697375868136
7028,7030,Standard,77,0.0025836509549397994,0.0008302024518821372,0.0035660848978170895,0.30471296321820024
7144,7148,Long,124,0.003128283155036994,0.001259727773171646,0.005025034981221524,0.4899518036627373
7157,7158,Standard,31,0.00300393108525104,0.0008893905919223568,0.005118471578579723,0.18713311787748682
7161,7165,Long,125,0.001838655667647063,0.000619657184267695,0.002845300267251605,0.2869652486145898
7167,7168,Standard,32,0.0011598578707014333,0.0010327619737794916,0.001286953767623375,0.07319814175111225
7192,7194,Standard,61,0.0010893914633927518,0.0002032789070454356,0.0017977902958829384,0.10045285872236691
7201,7202,Standard,31,0.0016226691154980239,0.0003563048203434809,0.0028890334106525667,0.10096178998122098
7205,7206,Standard,31,0.001683403546153171,0.0013613514739360768,0.0020054556183702653,0.1043710198614966
7238,7241,Long,95,0.001620354592267113,0.0005319148936170217,0.0028077356084602436,0.21512083540789775
7249,7252,Long,108,0.0019445965608985046,0.0008922139797380223,0.0033154520388963887,0.2672135976618152
7255,7257,Standard,63,0.0018125450583400995,0.0009531152711415593,0.002495782081791574,0.1705554282477164
7288,7289,Standard,30,0.0012436082903196709,0.000812237310452527,0.0016749792701868146,0.07542873472963277
7356,7357,Standard,32,0.001022380252941135,0.00027561302404250124,0.001769147481839769,0.06515672316419015
7393,7394,Standard,31,0.0015729392513653983,0.0005745242597140704,0.002571354243016726,0.09809675784436876
7403,7404,Standard,30,0.0016989145663762408,0.0014063348739819332,0.0019914942587705483,0.07803694287732786
7432,7434,Standard,63,0.004444796309041162,0.0010354816378006055,0.006570517190438201,0.4180589652019121
7456,7457,Standard,31,0.0013365862130695688,0.0004696845089858394,0.0022034879171532983,0.08286834521031328
7466,7467,Standard,31,0.0019776310051097925,0.0010266987395380353,0.00292856327068155,0.12261312231680714
7527,7528,Standard,31,0.0008899169250939147,0.00027749436345298823,0.0015023394867348411,0.0551748493558227
7595,7596,Standard,30,0.0011813560402521494,0.0010406766128341696,0.0013220354676701295,0.07296271564079732
7612,7613,Standard,32,0.0010509290056790147,0.0008297872340425529,0.0012720707773154765,0.07970626487409524
