Fixation_Start_Time,Fixation_End_Time,Fixation_Duration,Average_Gaze_X,Average_Gaze_Y,Average_Velocity
1539163809169,1539163809357,188,0.025446714285714288,0.037757,0.014428728350738667
1539163809543,1539163809763,220,0.024960375,0.0470105,0.021824470459790784
1539163810309,1539163810622,313,0.09934872727272727,-0.007039363636363636,0.016787104219474474
1539163811029,1539163811170,141,0.027885399999999998,0.0231264,0.00813477631821156
1539163811263,1539163811998,735,-0.009339090909090908,0.009208363636363638,0.014422389545934933
1539163812138,1539163812263,125,-0.0055222,0.08691019999999999,0.02132775043417797
1539163812342,1539163812467,125,-0.0196584,0.0900978,0.01727413213490241
1539163812529,1539163812685,156,-0.007879333333333334,0.06605899999999999,0.013589455727237035
1539163812763,1539163813575,812,-0.018776559999999998,0.07089136,0.009571984106037861
1539163814061,1539163814170,109,-0.0112255,0.10137775,0.015463794039637244
1539163814231,1539163814622,391,-0.02817823076923076,0.09563946153846153,0.019122571160785827
1539163814795,1539163814903,108,-0.09020825,0.17101650000000002,0.013919219125849137
1539163815123,1539163815295,172,-0.0548245,0.13665583333333334,0.025796732364573322
1539163815358,1539163815592,234,-0.019260624999999996,0.121806625,0.018481768982345444
1539163815857,1539163816091,234,-0.14102225000000002,0.17102974999999998,0.018113172726166887
1539163816858,1539163817592,734,-0.02932434782608696,0.1123173043478261,0.012795227327568149
1539163817762,1539163817950,188,-0.014941285714285713,0.10681071428571429,0.013683120652854291
1539163818122,1539163818451,329,-0.01779390909090909,0.125167,0.0163599974855523
1539163818512,1539163819028,516,-0.0195733125,0.11351349999999999,0.013144042483360797
1539163819091,1539163819655,564,-0.015265722222222222,0.09566566666666668,0.01167366569237577
1539163819951,1539163820325,374,-0.008674416666666667,0.07434175,0.011488577699874209
1539163820545,1539163821342,797,-0.025015640000000002,0.08877307999999999,0.013726668381992671
1539163821622,1539163822186,564,-0.030349722222222222,0.07673594444444445,0.012295956778953362
1539163822356,1539163822607,251,-0.029527,0.08474688888888887,0.014766020890932707
1539163822669,1539163822825,156,-0.0469934,0.0788094,0.014346465754873191
1539163822888,1539163823403,515,-0.0371095294117647,0.07173564705882353,0.0166396765000508
1539163823482,1539163823936,454,-0.01580286666666667,0.06847166666666668,0.011890539059157905
1539163824013,1539163824481,468,-0.037544266666666666,0.0641412,0.013697577680257608
1539163824575,1539163824888,313,-0.0028183,0.08853649999999999,0.01073293693117825
1539163824950,1539163825075,125,-0.032109200000000004,0.09554979999999999,0.02320899695333502
1539163825404,1539163825512,108,-0.04496775,0.090723,0.0142737627672916
1539163825576,1539163825778,202,-0.04656828571428572,0.08868785714285714,0.016104916976041352
1539163825966,1539163826311,345,-0.029116272727272727,0.09101863636363637,0.013992518669056936
1539163826373,1539163826748,375,-0.05662416666666667,0.09079691666666666,0.012364604924911307
1539163826920,1539163827403,483,-0.0365344375,0.0963340625,0.016163257687257973
1539163827669,1539163827810,141,-0.0044122,0.1033624,0.01434178685902981
1539163827903,1539163828280,377,-0.056193333333333345,0.10554433333333334,0.011239970013218232
1539163828467,1539163828575,108,-0.08144225000000001,0.11035725,0.015499524980536878
1539163828668,1539163828842,174,-0.0729155,0.11290099999999999,0.019382402813928955
1539163828904,1539163829904,1000,-0.04826145161290324,0.11372287096774192,0.01050472566613522
1539163829967,1539163830092,125,-0.06336119999999999,0.11849919999999999,0.022170074143169082
1539163830248,1539163830467,219,-0.100741,0.12270687499999999,0.016021534213004184
1539163830530,1539163830795,265,-0.10214422222222222,0.122156,0.014025931401874399
1539163831200,1539163831483,283,-0.07195622222222223,0.11693377777777779,0.015227380596565865
1539163831545,1539163831670,125,-0.06154940000000001,0.12336339999999998,0.019212109151162872
1539163831732,1539163832529,797,-0.10952931999999999,0.11880251999999998,0.011142760625589592
1539163832965,1539163834326,1361,-0.034248714285714285,0.10085819047619046,0.011999018707152162
1539163834436,1539163834747,311,-0.02862363636363636,0.06838109090909092,0.011526700528037765
1539163835028,1539163835295,267,-0.104109,0.11345144444444445,0.021724121956595552
1539163835420,1539163835951,531,-0.1544065294117647,0.11512288235294119,0.016129893838107666
1539163836012,1539163836467,455,-0.15744914285714287,0.1147345,0.01314943993391365
1539163836622,1539163836903,281,-0.14968777777777775,0.09802988888888889,0.014234362532432222
1539163836997,1539163837154,157,-0.1501545,0.12421883333333335,0.011629699611365972
1539163837216,1539163837387,171,-0.13859966666666665,0.11196883333333334,0.017644278057752424
1539163837733,1539163838044,311,-0.13620945454545455,0.11198127272727273,0.01398166875246485
1539163838122,1539163838451,329,-0.11803672727272728,0.11527372727272729,0.012717329381364979
1539163838512,1539163838685,173,-0.12828983333333335,0.11778283333333335,0.017070390411529007
1539163838747,1539163838857,110,-0.11705525,0.11248625000000001,0.02025904350670131
1539163839028,1539163839528,500,-0.0756925625,0.065327125,0.014422535467211454
1539163839622,1539163839793,171,-0.10989900000000001,0.06829166666666665,0.012495012649651064
1539163840153,1539163840264,111,-0.0665895,0.036137,0.011954523710093166
1539163840450,1539163840747,297,0.0091502,0.0342659,0.014410112540664526
1539163840856,1539163841215,359,-0.047300249999999995,0.06047491666666666,0.013932980742642305
1539163841280,1539163841466,186,-0.08388366666666668,0.07090833333333334,0.017959002297076445
1539163841887,1539163842107,220,-0.05226625,0.12216637500000001,0.016370669906289964
1539163842185,1539163842717,532,-0.04944647058823529,0.1083774705882353,0.010001725273362384
1539163842779,1539163843075,296,-0.054319099999999995,0.10108869999999999,0.01572356019174985
1539163843153,1539163843342,189,-0.03054942857142857,0.0807927142857143,0.019817948468998654
