Saccade_Start,Saccade_End,Saccade_Type,Saccade_Duration,Saccade_Mean_Velocity,Saccade_Min_Velocity,Saccade_Max_Velocity,Saccade_Path_Length:
299,300,Standard,31,0.0012125799123033412,0.0011404948083653993,0.0012846650162412832,0.07517995456280717
395,396,Standard,31,0.0022074932296273996,0.0015175010950114936,0.0028974853642433056,0.1368645802368988
455,457,Standard,61,0.0020935069599130524,0.0001843261372817644,0.0030876882839117065,0.19205629308793173
1362,1363,Standard,32,0.0010249570107569586,0.000297404659912674,0.0017525093616012433,0.06529984402853267
1645,1646,Standard,32,0.0014454116069208293,0.0012775845264491198,0.0016132386873925386,0.08995117379003484
2092,2093,Standard,32,0.0010259803465693129,0.00010540925533894607,0.0019465514377996795,0.06545192366975812
2308,2309,Standard,32,0.002366808478739414,0.0005716143595699792,0.004162002597908849,0.15090412827975253
2619,2620,Standard,32,0.00091857363701001,0.0004642796092394706,0.0013728676647805492,0.05786015355016169
3698,3699,Standard,32,0.0011909154292739916,0.0009038016597498002,0.0014780291987981833,0.07531478581378567
4297,4298,Standard,32,0.0014526038564041915,0.0003493856214843413,0.0025558220913240418,0.09296664680986826
4791,4792,Standard,47,0.0011847856979935734,0.0010217364202669886,0.0013478349757201581,0.09604380930739106
5097,5098,Standard,31,0.0012252877190663239,0.00015934435979977467,0.002291231078332873,0.07612718294191184
5150,5151,Standard,32,0.0012481554655981845,0.0002357022603955156,0.0022606086708008536,0.07941054527749278
5159,5160,Standard,46,0.0006842515966602108,0.00024037008503093282,0.0011281331082894888,0.059105225532244475
5482,5483,Standard,46,0.0006292292494812867,7.213122508063843e-05,0.001186327273881935,0.0568071225760688
5571,5572,Standard,30,0.001622736812854691,0.00034374999999999987,0.002901723625709382,0.09805170877128146
5650,5651,Standard,31,0.0010790009754146406,0.0001414213562373093,0.002016580594591972,0.06675663911947043
5843,5844,Standard,31,0.0009433072992999002,0.00019621814613865243,0.001690396452461148,0.05848505255659382
6338,6339,Standard,31,0.0016070864174139875,0.001400535054586607,0.001813637780241368,0.09963935787966721
6684,6685,Standard,46,0.0012327213920543486,0.001006327636756538,0.0014591151473521595,0.09932178115440854
6730,6731,Standard,47,0.0014198493933998153,0.0007812500000000005,0.00205844878679963,0.12174709297958261
6804,6805,Standard,32,0.0012510510737514303,0.0007121017110504002,0.0017900004364524603,0.09003669267479714
6921,6923,Standard,63,0.0012008533341702791,0.00034938562148434247,0.001813637780241367,0.11346828230010543
6939,6940,Standard,32,0.0011302050903805197,0.0006354101807610396,0.0016249999999999997,0.07169771560359221
7018,7019,Standard,32,0.0015082599127403877,0.00019621814613865243,0.002820301679342123,0.09633241626924616
