Saccade_Start,Saccade_End,Saccade_Type,Saccade_Duration,Saccade_Mean_Velocity,Saccade_Min_Velocity,Saccade_Max_Velocity,Saccade_Path_Length:
29,32,Long,94,0.0026953849639765838,0.0009180806110166261,0.004261129728428835,0.3384888652615253
50,51,Standard,33,0.0014030852731236943,0.0008246211251235323,0.0019815494211238563,0.09012976465079323
169,170,Standard,46,0.0009942242328276384,0.0006037836013688263,0.0013846648642864504,0.08361944260234798
202,203,Standard,32,0.0014734900279032626,0.0008070965163352765,0.002139883539471249,0.09349626526947354
716,717,Standard,30,0.0008973468100520763,0.0004074501503251652,0.0013872434697789874,0.054655708903774906
981,982,Standard,33,0.0014368847101029832,0.00023131737698273708,0.0026424520432232292,0.09390912135886594
1140,1141,Standard,31,0.0013972430086811771,0.0008945435241201324,0.001899942493242222,0.08662906653823299
1245,1246,Standard,31,0.0011483091979821321,6.98771242968685e-05,0.0022267412716673956,0.07126504739918907
1499,1500,Standard,30,0.0010467400230065342,0.0006574360974438679,0.0014360439485692003,0.06280440138039205
1835,1836,Standard,32,0.0011385114764457254,0.0004685684158626648,0.0018084545370287857,0.07989326073046639
1873,1874,Standard,31,0.001035654178419453,0.0006838365395739659,0.0013874718172649401,0.07515194369518954
1934,1935,Standard,31,0.0010573177581044617,0.0004697905118241538,0.0016448450043847695,0.06602349151430077
2506,2507,Standard,32,0.001086431733198488,0.0004807401700618655,0.0016921232963351103,0.06857015058457949
2677,2678,Standard,47,0.0010196895353489163,0.0009383437051574446,0.001101035365540388,0.07823425047415192
2741,2742,Standard,32,0.0012995691208777783,0.0005642856672430937,0.002034852574512463,0.08260813806893472
2760,2761,Standard,31,0.001046604307777765,0.00047097752385486544,0.0016222310917006649,0.0724251074638993
3571,3572,Standard,33,0.0011232428659489263,0.0006936217348894936,0.0015528639970083587,0.07205316394796063
3929,3930,Standard,32,0.0010750800174209813,0.00038654115240165516,0.0017636188824403072,0.0688051211149428
4649,4650,Standard,31,0.0009864575666993516,0.00016617552501929067,0.0018067396083794123,0.06381917753566844
5624,5625,Standard,32,0.0008435349617064518,0.0003303015892821279,0.0013567683341307757,0.05894076138844483
6023,6028,Long,187,0.0015154380931039948,0.0010663799222248227,0.002169569369713723,0.3238078896472831
6043,6044,Standard,33,0.001779204948445967,0.0006781869690847947,0.0028802229278071397,0.11607115265926425
6084,6089,Long,173,0.001871747807635601,0.0006781869690847954,0.0031490877062879436,0.3843478967278393
6101,6105,Long,173,0.0016789002001049585,0.0008393118874676114,0.0036914703202111754,0.3227715616679654
6135,6138,Long,110,0.0018692020043186088,0.0011897712198383167,0.0026453579785252783,0.25671572075737503
6148,6149,Standard,31,0.0012206438541211514,0.0008254838648399557,0.0016158038434023472,0.08971314465779064
6209,6210,Standard,47,0.0024628216407028415,0.0006835361322715193,0.0042421071491341635,0.22056865610972276
6213,6214,Standard,30,0.0015640832632811293,0.0006621756281380343,0.0024659908984242243,0.09516934705314382
6216,6217,Standard,31,0.0034535586689198616,0.00038005847503304633,0.0065270588628066764,0.21374057899799837
6220,6225,Long,157,0.0030443617079587656,0.0013668079830393143,0.004091919067246146,0.5760021898738681
6236,6237,Standard,32,0.0012136349472116957,0.0008804738105778187,0.0015467960838455729,0.0767921628109707
6258,6260,Standard,63,0.0017947456177866297,0.0001822172467139158,0.0035775449857409197,0.17067110468661142
6281,6282,Standard,30,0.0020056159178512166,0.0009707640354380664,0.0030404678002643667,0.12227848314194913
6301,6303,Standard,62,0.0016767088728979224,0.00012406280627330437,0.003474299875570647,0.15791893007987967
6316,6317,Standard,45,0.0010388611155909397,9.882117688026194e-05,0.0019789010543016174,0.09221282510374115
6372,6373,Standard,34,0.001983928037365119,0.0004772607021092118,0.0034905953726210265,0.13299806373239126
6456,6457,Standard,32,0.0010452109140074103,0.00013685937700384803,0.0019535624510109728,0.06675663911947041
6471,6472,Standard,32,0.0012057121584901928,0.0003489243169803846,0.002062500000000001,0.07681665382639195
6523,6524,Standard,32,0.0014001763396251279,0.0010103522427977957,0.0017900004364524603,0.0886009334932104
6536,6540,Long,124,0.001865062847772888,0.0006718548123582124,0.003563048203434807,0.3022979440509105
