Saccade_Start,Saccade_End,Saccade_Type,Saccade_Duration,Saccade_Mean_Velocity,Saccade_Min_Velocity,Saccade_Max_Velocity,Saccade_Path_Length:
22,23,Standard,30,0.001230861360193973,0.000922603202972587,0.0015391195174153589,0.07477428481461096
65,69,Long,126,0.003259427683667103,0.0011057378758096343,0.006358818311015026,0.5169602893957629
83,84,Standard,30,0.001525974335496673,0.0008529590039972603,0.0021989896669960857,0.0932643781377949
111,112,Standard,32,0.0009515034779369374,0.0006263383173854068,0.001276668638488468,0.06026988427057858
135,137,Standard,78,0.001164373517790597,0.00044930284765110057,0.0016824662317846144,0.13520619686307933
155,156,Standard,30,0.0018727117120037886,0.0008452318594534161,0.002900191564554161,0.11489839829858756
167,168,Standard,32,0.001306530452734596,0.0010882017931247098,0.0015248591123444822,0.08252974718188943
184,185,Standard,32,0.001099531400173112,0.0006554266709426662,0.001543636129403558,0.0795459830042765
254,258,Long,124,0.0018845300870924547,0.0009504316453590959,0.002772880409398915,0.29346212627180085
285,287,Standard,79,0.001199224945744159,0.0006120537406777506,0.001672515778035525,0.13996068818081073
349,351,Standard,61,0.0018070663722635919,0.00038017265814363905,0.002907843798341919,0.16552950148031578
435,437,Standard,78,0.0014775009720956586,0.00015625000000000014,0.0025502239194906294,0.16518030435363779
463,464,Standard,31,0.001365099306605974,0.0004913402003783171,0.002238858412833631,0.08463615700957039
469,471,Standard,62,0.0019598167309500102,0.0007513009550107074,0.002682273097546761,0.18301425693336165
509,510,Standard,30,0.0010911538069459533,0.00020184751022351376,0.0019804601036683927,0.06890063609055694
589,590,Standard,47,0.0008544560005495268,0.0008143684769789212,0.0008945435241201322,0.06600616766573339
610,611,Standard,32,0.0011270348985371193,0.0003437258326269981,0.0019103439644472405,0.0769423951631536
629,630,Standard,31,0.002366304001385014,0.0005216021562609042,0.004211005846509124,0.15505648258604535
643,645,Standard,61,0.0013279449253298878,0.001136381609923132,0.001445866763291288,0.1220972916529043
713,714,Standard,30,0.0015817213960280688,0.0008516373408028438,0.002311805451253294,0.09575492110248697
716,717,Standard,29,0.0013858982790155763,0.0007022564079451314,0.0020695401500860212,0.08248886940673883
719,722,Long,108,0.0025087507547447304,0.0005837981778834188,0.006331052220778331,0.3244529110186899
738,739,Standard,32,0.002114578265501165,0.0006009252125773317,0.0036282313184249986,0.1341311585669199
741,742,Standard,30,0.0014177246311738122,0.0012075672027376525,0.0016278820596099719,0.0886861794786417
771,772,Standard,62,0.0013432976169625904,0.0011939842273110805,0.0014926110066141004,0.1202979632983241
800,803,Long,93,0.0024814552284442314,0.0007887143415077475,0.0041785164831552365,0.3066091681289913
805,806,Standard,31,0.001877111382635958,6.775963568181186e-05,0.003686463129590104,0.11651642499479302
826,828,Standard,62,0.0030144886624971366,0.0009794984806896104,0.005194449931768756,0.28034744561223374
835,837,Standard,64,0.0015869606405382465,0.000360656125403192,0.00229809703885628,0.15198756536626845
849,851,Standard,63,0.002078602249172731,0.0005934831271588287,0.0036243488380039886,0.19794724893955776
872,874,Standard,62,0.0019395439075638482,0.0006226518389116029,0.003920459156782532,0.17835529681256437
